"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","nikkananu","female","mass",0.49,"mg",,,11,,36,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.",,
1,"Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","nikkananu","female","metabolic rate",3.69,"(CO2) ml/g/h",24,1,11,,36,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.","resting metabolic rate",""
2,"Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","melanogaster","female","mass",0.95,"mg",,,27,,36,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.",,
2,"Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","melanogaster","female","metabolic rate",4.3,"(CO2) ml/g/h",24,1,27,,36,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.","resting metabolic rate",""
3,"Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","virilis","female","mass",1.67,"mg",,,10,,36,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.",,
3,"Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","virilis","female","metabolic rate",3.36,"(CO2) ml/g/h",24,1,10,,36,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.","resting metabolic rate",""
4,"Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","mimica","female","mass",2.44,"mg",,,14,,36,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.",,
4,"Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","mimica","female","metabolic rate",2.3,"(CO2) ml/g/h",24,1,14,,36,"Lehmann, Dickinson, & Staunton, 2000","2000","Lehmann, F. O., Dickinson, M. H., & Staunton, J. (2000). The scaling of carbon dioxide release and respiratory water loss in flying fruit flies (Drosophila spp.). Journal of Experimental Biology, 203(10), 1613-1624.","resting metabolic rate",""
