"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Helius","waitei",,"body mass",0.716,"g",,,13,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","",
1,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Helius","waitei",,"metabolic rate",0.14,"(CO2) ml/h",20,0.8,13,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","standard metabolic rate",
2,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Helius","waitei",,"body mass",0.672,"g",,,28,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","",
2,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Helius","waitei",,"metabolic rate",0.24,"(CO2) ml/h",25,0.8,28,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","standard metabolic rate",
3,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Helius","waitei",,"body mass",0.704,"g",,,8,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","",
3,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Helius","waitei",,"metabolic rate",0.29,"(CO2) ml/h",30,0.8,8,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","standard metabolic rate",
4,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Helius","waitei",,"body mass",0.757,"g",,,6,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","",
4,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Helius","waitei",,"metabolic rate",0.31,"(CO2) ml/h",35,0.8,6,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","standard metabolic rate",
5,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Helius","waitei",,"body mass",0.716,"g",,,9,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","",
5,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Helius","waitei",,"metabolic rate",0.48,"(CO2) ml/h",40,0.8,9,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","standard metabolic rate",
6,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Pterohelaeus","sp.",,"body mass",0.252,"g",,,7,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","",
6,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Pterohelaeus","sp.",,"metabolic rate",0.028,"(CO2) ml/h",20,0.8,7,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","standard metabolic rate",
7,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Pterohelaeus","sp.",,"body mass",0.245,"g",,,7,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","",
7,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Pterohelaeus","sp.",,"metabolic rate",0.069,"(CO2) ml/h",25,0.8,7,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","standard metabolic rate",
8,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Pterohelaeus","sp.",,"body mass",0.229,"g",,,6,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","",
8,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Pterohelaeus","sp.",,"metabolic rate",0.063,"(CO2) ml/h",30,0.8,6,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","standard metabolic rate",
9,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Pterohelaeus","sp.",,"body mass",0.258,"g",,,7,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","",
9,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Pterohelaeus","sp.",,"metabolic rate",0.114,"(CO2) ml/h",35,0.8,7,,21,"Duncan & Dickman, 2001",2001,"Duncan, F. D., & Dickman, C. R. (2001). Respiratory patterns and metabolism in tenebrionid and carabid beetles from the Simpson Desert, Australia. Oecologia, 129(4), 509-517. doi:10.1007/s004420100772","standard metabolic rate",
