"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus ","herculeanus",,"body mass",7.48,"mg",,,23,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
1,"Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus ","herculeanus",,"metabolic rate",2.69,"(O2) ul/mg/h",25,,23,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
2,"Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus ","herculeanus",,"body mass",10.42,"mg",,,12,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
2,"Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus ","herculeanus",,"metabolic rate",4.11,"(O2) ul/mg/h",25,,12,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
3,"Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","fusca",,"body mass",1.46,"mg",,,23,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
3,"Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","fusca",,"metabolic rate",2.65,"(O2) ul/mg/h",25,,23,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
4,"Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","fusca",,"body mass",1.23,"mg",,,12,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
4,"Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","fusca",,"metabolic rate",5.6,"(O2) ul/mg/h",25,,12,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
5,"Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","alaskensis",,"body mass",1.15,"mg",,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
5,"Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","alaskensis",,"metabolic rate",1.71,"(O2) ul/mg/h",25,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
6,"Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","alaskensis",,"body mass",0.67,"mg",,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
6,"Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","alaskensis",,"metabolic rate",2.44,"(O2) ul/mg/h",25,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
7,"Arthropoda","Insecta","Hymenoptera","Formicidae","Leptothorax","acerovorum",,"body mass",0.37,"mg",,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
7,"Arthropoda","Insecta","Hymenoptera","Formicidae","Leptothorax","acerovorum",,"metabolic rate",2.45,"(O2) ul/mg/h",25,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
8,"Arthropoda","Insecta","Hymenoptera","Formicidae","Pogonomymex","maricopa",,"body mass",3.78,"mg",,,13,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
8,"Arthropoda","Insecta","Hymenoptera","Formicidae","Pogonomymex","maricopa",,"metabolic rate",1.68,"(O2) ul/mg/h",25,,13,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
9,"Arthropoda","Insecta","Hymenoptera","Formicidae","Aphaenogaster","cockerelli",,"body mass",4.72,"mg",,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
9,"Arthropoda","Insecta","Hymenoptera","Formicidae","Aphaenogaster","cockerelli",,"metabolic rate",3.1,"(O2) ul/mg/h",25,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
10,"Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","vafer",,"body mass",4.51,"mg",,,12,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
10,"Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","vafer",,"metabolic rate",2.31,"(O2) ul/mg/h",25,,12,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
11,"Arthropoda","Insecta","Hymenoptera","Formicidae","Forelius ","foetidus",,"body mass",0.1,"mg",,,14,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
11,"Arthropoda","Insecta","Hymenoptera","Formicidae","Forelius ","foetidus",,"metabolic rate",2.38,"(O2) ul/mg/h",25,,14,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
12,"Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus ","sp.",,"body mass",15.41,"mg",,,12,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
12,"Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus ","sp.",,"metabolic rate",0.9,"(O2) ul/mg/h",25,,12,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
13,"Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","laevigatus",,"body mass",19.15,"mg",,,12,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
13,"Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","laevigatus",,"metabolic rate",1.09,"(O2) ul/mg/h",25,,12,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
14,"Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","occulta",,"body mass",1.3,"mg",,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
14,"Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","occulta",,"metabolic rate",2.66,"(O2) ul/mg/h",25,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
15,"Arthropoda","Insecta","Hymenoptera","Formicidae","Lasius","sitiens",,"body mass",0.29,"mg",,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","",
15,"Arthropoda","Insecta","Hymenoptera","Formicidae","Lasius","sitiens",,"metabolic rate",1.98,"(O2) ul/mg/h",25,,11,,29,"Nielsen, 1986",1986,"Nielsen, M. G. (1986). Respiratory rates of ants from different climatic areas. Journal of insect physiology, 32(2), 125-131. doi:10.1016/0022-1910(86)90131-","not specified",
