"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata","Aves","Passeriformes","Eurylaimidae","Cymbirhynchus","macrorhynchus",,"brain size",1.5,"g",,,2,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
2,"Chordata","Aves","Passeriformes","Formicariidae","Chamaeza","campanisona",,"brain size",1.9,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
3,"Chordata","Aves","Passeriformes","Cotingidae","Pyroderus","scutatus",,"brain size",4.45,"g",,,2,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
4,"Chordata","Aves","Passeriformes","Tyrannidae","Colonia","colonus",,"brain size",1.3,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
5,"Chordata","Aves","Passeriformes","Contingidae","Phytotoma","rara",,"brain size",1.2,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
6,"Chordata","Aves","Passeriformes","Menuridae","Menura","novaehollandiae",,"body mass",910,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","",
6,"Chordata","Aves","Passeriformes","Menuridae","Menura","novaehollandiae",,"brain size",10.5,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
7,"Chordata","Aves","Passeriformes","Leiothrichidae","Garrulax","leucolophus",,"brain size",2.55,"g",,,2,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
8,"Chordata","Aves","Passeriformes","Artamidae","Gymnorhina","tibicen",,"brain size",4.1,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
9,"Chordata","Aves","Passeriformes","Corvidae","Corvus","albus",,"brain size",10.5,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
10,"Chordata","Aves","Passeriformes","Corvidae","Corvus","ruficollis",,"brain size",10.5,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
11,"Chordata","Aves","Passeriformes","Corvidae","Corvus","albicollis",,"brain size",12,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
12,"Chordata","Aves","Passeriformes","Corvidae","Corvus","abyssinicus",,"brain size",14.5,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
13,"Chordata","Aves","Passeriformes","Corvidae","Corvus","capensis",,"brain size",8,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
14,"Chordata","Aves","Passeriformes","Corvidae","Urocissa","erythrorhyncha",,"brain size",3.8,"g",,,4,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
15,"Chordata","Aves","Passeriformes","Corvidae","Cyanocorax","chrysops",,"brain size",4.3,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
16,"Chordata","Aves","Passeriformes","Corvidae","Dendrocitta","cinerascense",,"brain size",2.8,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
17,"Chordata","Aves","Passeriformes","Corvidae","Cyanopica","cyanus",,"brain size",3,"g",,,1,,154,"Mlíkovský, 1990",1990,"Mlíkovský, J. (1990). Brain size in birds: 4. Passeriformes. Acta Soc Zool Bohem, 54, 27-37.","skull filling",
