"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata","Mammalia","Monotremata","Tachyglossidae","Zaglossus","bruijni",,"body mass",13.63,"kg",,,2,,85,"Dawson, Grant, & Fanning, 1979",1979,"Dawson, T. J., Grant, T. R., & Fanning, D. (1979). Standard Metabolism of Monotremes and the Evolution of Homeothermy. Australian Journal of Zoology, 27(4), 511-515. doi:10.1071/ZO9790511","",
1,"Chordata","Mammalia","Monotremata","Tachyglossidae","Zaglossus","bruijni",,"metabolic rate",0.081,"(O2) ml/g/h",20,,2,,85,"Dawson, Grant, & Fanning, 1979",1979,"Dawson, T. J., Grant, T. R., & Fanning, D. (1979). Standard Metabolism of Monotremes and the Evolution of Homeothermy. Australian Journal of Zoology, 27(4), 511-515. doi:10.1071/ZO9790511","standard metabolic rate",
2,"Chordata","Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus",,"body mass",3.43,"kg",,,6,,85,"Dawson, Grant, & Fanning, 1979",1979,"Dawson, T. J., Grant, T. R., & Fanning, D. (1979). Standard Metabolism of Monotremes and the Evolution of Homeothermy. Australian Journal of Zoology, 27(4), 511-515. doi:10.1071/ZO9790511","",
2,"Chordata","Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus",,"metabolic rate",0.132,"(O2) ml/g/h",25,,6,,85,"Dawson, Grant, & Fanning, 1979",1979,"Dawson, T. J., Grant, T. R., & Fanning, D. (1979). Standard Metabolism of Monotremes and the Evolution of Homeothermy. Australian Journal of Zoology, 27(4), 511-515. doi:10.1071/ZO9790511","standard metabolic rate",
3,"Chordata","Mammalia","Monotremata","Ornithorhynchisae","Ornithorhynchus","anatinus",,"body mass",1.32,"kg",,,5,,85,"Dawson, Grant, & Fanning, 1979",1979,"Dawson, T. J., Grant, T. R., & Fanning, D. (1979). Standard Metabolism of Monotremes and the Evolution of Homeothermy. Australian Journal of Zoology, 27(4), 511-515. doi:10.1071/ZO9790511","",
3,"Chordata","Mammalia","Monotremata","Ornithorhynchisae","Ornithorhynchus","anatinus",,"metabolic rate",0.363,"(O2) ml/g/h",25,,5,,85,"Dawson, Grant, & Fanning, 1979",1979,"Dawson, T. J., Grant, T. R., & Fanning, D. (1979). Standard Metabolism of Monotremes and the Evolution of Homeothermy. Australian Journal of Zoology, 27(4), 511-515. doi:10.1071/ZO9790511","standard metabolic rate",
