"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata","Mammalia","Artiodactyla","Bovidae","Oreamnos","americanus","male","mass",32,"kg",,,1,,68,"Krog & Monson, 1954","1954","Krog, H., & Monson, M. (1954). Notes on the metabolism of a mountain goat. American Journal of Physiology--Legacy Content, 178(3), 515-516.",,
1,"Chordata","Mammalia","Artiodactyla","Bovidae","Oreamnos","americanus","male","metabolic rate",0.26,"(O2) ml/g/h",,6.5,1,,68,"Krog & Monson, 1954","1954","Krog, H., & Monson, M. (1954). Notes on the metabolism of a mountain goat. American Journal of Physiology--Legacy Content, 178(3), 515-516.","field metabolic rate","animal movement were not restricted and were not postabsorptive"
