"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus",,"body mass",224,"g","",,5,,118,"Pauls, 1981",1981,"Pauls, R. W. (1981). Energetics of the red squirrel: a laboratory study of the effects of temperature, seasonal acclimatization, use of the nest and exercise. Journal of thermal Biology, 6(2), 79-86. doi:10.1016/0306-4565(81)90057-7","",
1,"Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus",,"metabolic rate",1.09,"(O2) cm3/g/h","25-30",,10,,118,"Pauls, 1981",1981,"Pauls, R. W. (1981). Energetics of the red squirrel: a laboratory study of the effects of temperature, seasonal acclimatization, use of the nest and exercise. Journal of thermal Biology, 6(2), 79-86. doi:10.1016/0306-4565(81)90057-7","resting metabolic rate",
2,"Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus",,"body mass",231,"g","",,12,,118,"Pauls, 1981",1981,"Pauls, R. W. (1981). Energetics of the red squirrel: a laboratory study of the effects of temperature, seasonal acclimatization, use of the nest and exercise. Journal of thermal Biology, 6(2), 79-86. doi:10.1016/0306-4565(81)90057-7","",
2,"Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","hudsonicus",,"metabolic rate",1.13,"(O2) cm3/g/h","20-30",,16,,118,"Pauls, 1981",1981,"Pauls, R. W. (1981). Energetics of the red squirrel: a laboratory study of the effects of temperature, seasonal acclimatization, use of the nest and exercise. Journal of thermal Biology, 6(2), 79-86. doi:10.1016/0306-4565(81)90057-7","resting metabolic rate",
