"X.U.FEFF.observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata","Mammalia","Artiodactyla","Bovidae","Raphicerus","campestris",,"body mass",9.55,"kg","",,5,,119,"Haim & Skinner, 1991",1991,"Haim, A., & Skinner, J. D. (1991). A comparative study of metabolic rates and thermoregulation of two African antelopes, the steenbok Raphicerus campestris and the blue duiker Cephalophus monticola. Journal of thermal Biology, 16(3), 145-148. doi:10.1016/0306-4565(91)90036-2","",
1,"Chordata","Mammalia","Artiodactyla","Bovidae","Raphicerus","campestris",,"metabolic rate",0.385,"(O2) ml/g/h","30-33",,5,,119,"Haim & Skinner, 1991",1991,"Haim, A., & Skinner, J. D. (1991). A comparative study of metabolic rates and thermoregulation of two African antelopes, the steenbok Raphicerus campestris and the blue duiker Cephalophus monticola. Journal of thermal Biology, 16(3), 145-148. doi:10.1016/0306-4565(91)90036-2","resting metabolic rate",
2,"Chordata","Mammalia","Artiodactyla","Bovidae","Cephalophus","monticola",,"body mass",4.15,"kg","",,3,,119,"Haim & Skinner, 1991",1991,"Haim, A., & Skinner, J. D. (1991). A comparative study of metabolic rates and thermoregulation of two African antelopes, the steenbok Raphicerus campestris and the blue duiker Cephalophus monticola. Journal of thermal Biology, 16(3), 145-148. doi:10.1016/0306-4565(91)90036-2","",
2,"Chordata","Mammalia","Artiodactyla","Bovidae","Cephalophus","monticola",,"metabolic rate",0.43,"(O2) ml/g/h","25-30",,3,,119,"Haim & Skinner, 1991",1991,"Haim, A., & Skinner, J. D. (1991). A comparative study of metabolic rates and thermoregulation of two African antelopes, the steenbok Raphicerus campestris and the blue duiker Cephalophus monticola. Journal of thermal Biology, 16(3), 145-148. doi:10.1016/0306-4565(91)90036-2","resting metabolic rate",
