"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"body mass",127.7,"g",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","",
1,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"metabolic rate",0.96,"(O2) ml/g/h",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","basal metabolic rate",
2,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"body mass",174.3,"g",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","",
2,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"metabolic rate",0.85,"(O2) ml/g/h",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","basal metabolic rate",
3,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"body mass",139.7,"g",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","",
3,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"metabolic rate",0.81,"(O2) ml/g/h",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","basal metabolic rate",
4,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"body mass",112.6,"g",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","",
4,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"metabolic rate",0.98,"(O2) ml/g/h",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","basal metabolic rate",
5,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"body mass",129.8,"g",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","",
5,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"metabolic rate",0.84,"(O2) ml/g/h",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","basal metabolic rate",
6,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"body mass",143.6,"g",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","",
6,"Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","pirrensis",,"metabolic rate",0.84,"(O2) ml/g/h",,,,,117,"Hill, 1976",1976,"Hill, R. W. (1976). Metabolism, thermal conductance, and body temperature in one of the largest species of Peromyscus, P. pirrensis. Journal of thermal Biology, 1(2), 109-112. doi:10.1016/0306-4565(76)90029-2","basal metabolic rate",
