"X.U.FEFF.observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata","Reptilia","Squamata","Dactyloidae","Anolis","carolinensis ","male","brain size",26.9,"mm3",,,10,,220,"Robinson et al., 2015",2015,"Robinson, C.D., Patton, M.S., Andre, B.M. & Johnson, M.A. (2015) Convergent evolution of brain morphology and communication modalities in lizards. Current Zoology, 61, 281–291.","histological reconstruction","Cross sectioned, and volume measured"
2,"Chordata","Reptilia","Squamata","Leiocephalidae ","Leiocephalus  ","carinatus","male","brain size",69.2,"mm3",,,10,,220,"Robinson et al., 2015",2015,"Robinson, C.D., Patton, M.S., Andre, B.M. & Johnson, M.A. (2015) Convergent evolution of brain morphology and communication modalities in lizards. Current Zoology, 61, 281–291.","histological reconstruction","Cross sectioned, and volume measured"
3,"Chordata","Reptilia","Squamata","Phrynosomatidae ","Sceloporus  ","olivaceus","male","brain size",69.1,"mm3",,,10,,220,"Robinson et al., 2015",2015,"Robinson, C.D., Patton, M.S., Andre, B.M. & Johnson, M.A. (2015) Convergent evolution of brain morphology and communication modalities in lizards. Current Zoology, 61, 281–291.","histological reconstruction","Cross sectioned, and volume measured"
4,"Chordata","Reptilia","Squamata","Gekkonidae ","Hemidactylus  ","turcicus","male","brain size",20.4,"mm3",,,10,,220,"Robinson et al., 2015",2015,"Robinson, C.D., Patton, M.S., Andre, B.M. & Johnson, M.A. (2015) Convergent evolution of brain morphology and communication modalities in lizards. Current Zoology, 61, 281–291.","histological reconstruction","Cross sectioned, and volume measured"
5,"Chordata","Reptilia","Squamata","Scincidae ","Scincella  ","lateralis","male","brain size",9.3,"mm3",,,9,,220,"Robinson et al., 2015",2015,"Robinson, C.D., Patton, M.S., Andre, B.M. & Johnson, M.A. (2015) Convergent evolution of brain morphology and communication modalities in lizards. Current Zoology, 61, 281–291.","histological reconstruction","Cross sectioned, and volume measured"
6,"Chordata","Reptilia","Squamata","Teiidae ","Aspidoscelis ","gularis ","male","brain size",64.4,"mm3",,,10,,220,"Robinson et al., 2015",2015,"Robinson, C.D., Patton, M.S., Andre, B.M. & Johnson, M.A. (2015) Convergent evolution of brain morphology and communication modalities in lizards. Current Zoology, 61, 281–291.","histological reconstruction","Cross sectioned, and volume measured"
