"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Arthropoda","Arachnida","Araneae","Pholcidae","Pholcus ","phalangioideus ","female","mass",27.6,"mg",,,27,,201,"Schmitz, 2015","2015","Schmitz, A. (2015). Functional morphology of the respiratory organs in the cellar spider Pholcus phalangioides (Arachnida, Araneae, Pholcidae). Journal of Comparative Physiology B, 185(6), 637-646. doi:10.1007/s00360-015-0914-8",,
1,"Arthropoda","Arachnida","Araneae","Pholcidae","Pholcus ","phalangioideus ","female","metabolic rate",1.48,"(CO2) nmol /s /g",20,0.7,59,,201,"Schmitz, 2015","2015","Schmitz, A. (2015). Functional morphology of the respiratory organs in the cellar spider Pholcus phalangioides (Arachnida, Araneae, Pholcidae). Journal of Comparative Physiology B, 185(6), 637-646. doi:10.1007/s00360-015-0914-8","not specified","20c, lab, 2h habituated before exam"
2,"Arthropoda","Arachnida","Araneae","Pholcidae","Pholcus ","phalangioideus ","male","mass",11.3,"mg",,,12,,201,"Schmitz, 2015","2015","Schmitz, A. (2015). Functional morphology of the respiratory organs in the cellar spider Pholcus phalangioides (Arachnida, Araneae, Pholcidae). Journal of Comparative Physiology B, 185(6), 637-646. doi:10.1007/s00360-015-0914-8",,
2,"Arthropoda","Arachnida","Araneae","Pholcidae","Pholcus ","phalangioideus ","male","metabolic rate",1.72,"(CO2) nmol /s /g",20,0.7,33,,201,"Schmitz, 2015","2015","Schmitz, A. (2015). Functional morphology of the respiratory organs in the cellar spider Pholcus phalangioides (Arachnida, Araneae, Pholcidae). Journal of Comparative Physiology B, 185(6), 637-646. doi:10.1007/s00360-015-0914-8","not specified","20c, lab, 2h habituated before exam"
