"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata ","Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae",,"body mass",17.4,"g",,,12,,64,"Weathers, Paton, & Seymour, 1996",1996,"Weathers, W. W., Paton, D. C., & Seymour, R. S. (1996). Field Metabolic Rate and Water Flux of Nectarivorous Honeyeaters. Australian Journal of Zoology, 44(5), 445-460. doi:10.1071/ZO9960445","",
1,"Chordata ","Aves","Passeriformes","Meliphagidae","Phylidonyris","novaehollandiae",,"metabolic rate",27.4,"kJ/day",35,,12,,64,"Weathers, Paton, & Seymour, 1996",1996,"Weathers, W. W., Paton, D. C., & Seymour, R. S. (1996). Field Metabolic Rate and Water Flux of Nectarivorous Honeyeaters. Australian Journal of Zoology, 44(5), 445-460. doi:10.1071/ZO9960445","field metabolic rate",
2,"Chordata ","Aves","Passeriformes","Meliphagidae","Acanthorhynchus","tenuirostris",,"body mass",9.7,"g",,,6,,64,"Weathers, Paton, & Seymour, 1996",1996,"Weathers, W. W., Paton, D. C., & Seymour, R. S. (1996). Field Metabolic Rate and Water Flux of Nectarivorous Honeyeaters. Australian Journal of Zoology, 44(5), 445-460. doi:10.1071/ZO9960445","",
2,"Chordata ","Aves","Passeriformes","Meliphagidae","Acanthorhynchus","tenuirostris",,"metabolic rate",21.5,"kJ/day",35,,6,,64,"Weathers, Paton, & Seymour, 1996",1996,"Weathers, W. W., Paton, D. C., & Seymour, R. S. (1996). Field Metabolic Rate and Water Flux of Nectarivorous Honeyeaters. Australian Journal of Zoology, 44(5), 445-460. doi:10.1071/ZO9960445","field metabolic rate",
3,"Chordata ","Aves","Passeriformes","Meliphagidae","Phylidonyris","pyrrhopterus",,"body mass",14.6,"g",,,1,,64,"Weathers, Paton, & Seymour, 1996",1996,"Weathers, W. W., Paton, D. C., & Seymour, R. S. (1996). Field Metabolic Rate and Water Flux of Nectarivorous Honeyeaters. Australian Journal of Zoology, 44(5), 445-460. doi:10.1071/ZO9960445","",
3,"Chordata ","Aves","Passeriformes","Meliphagidae","Phylidonyris","pyrrhopterus",,"metabolic rate",27.8,"kJ/day",35,,1,,64,"Weathers, Paton, & Seymour, 1996",1996,"Weathers, W. W., Paton, D. C., & Seymour, R. S. (1996). Field Metabolic Rate and Water Flux of Nectarivorous Honeyeaters. Australian Journal of Zoology, 44(5), 445-460. doi:10.1071/ZO9960445","field metabolic rate",
