"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata","Aves","Spheniscoformes","Spheniscidae","Pygoscelis","adeliae","","body mass",3.5,"kg",,,8,,49,"Ricklefs & Matthew, 1983",1983,"Ricklefs, R. E., & Matthew, K. K. (1983). Rates of oxygen consumption in four species of seabird at Palmer Station, Antarctic peninsula. Comparative Biochemistry and Physiology, Part A: Physiology, 74(4), 885-888. doi:10.1016/0300-9629(83)90363-8","",
1,"Chordata","Aves","Spheniscoformes","Spheniscidae","Pygoscelis","adeliae","","metabolic rate",0.92,"(O2) l/kg/h",8.5,,8,,49,"Ricklefs & Matthew, 1983",1983,"Ricklefs, R. E., & Matthew, K. K. (1983). Rates of oxygen consumption in four species of seabird at Palmer Station, Antarctic peninsula. Comparative Biochemistry and Physiology, Part A: Physiology, 74(4), 885-888. doi:10.1016/0300-9629(83)90363-8","standard metabolic rate",
2,"Chordata ","Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","male","body mass",3.98,"kg",,,2,,49,"Ricklefs & Matthew, 1983",1983,"Ricklefs, R. E., & Matthew, K. K. (1983). Rates of oxygen consumption in four species of seabird at Palmer Station, Antarctic peninsula. Comparative Biochemistry and Physiology, Part A: Physiology, 74(4), 885-888. doi:10.1016/0300-9629(83)90363-8","",
2,"Chordata ","Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","male","metabolic rate",0.82,"(O2) l/kg/h",3.5,,2,,49,"Ricklefs & Matthew, 1983",1983,"Ricklefs, R. E., & Matthew, K. K. (1983). Rates of oxygen consumption in four species of seabird at Palmer Station, Antarctic peninsula. Comparative Biochemistry and Physiology, Part A: Physiology, 74(4), 885-888. doi:10.1016/0300-9629(83)90363-8","standard metabolic rate",
3,"Chordata ","Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","female","body mass",3.28,"kg",,,6,,49,"Ricklefs & Matthew, 1983",1983,"Ricklefs, R. E., & Matthew, K. K. (1983). Rates of oxygen consumption in four species of seabird at Palmer Station, Antarctic peninsula. Comparative Biochemistry and Physiology, Part A: Physiology, 74(4), 885-888. doi:10.1016/0300-9629(83)90363-8","",
3,"Chordata ","Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","female","metabolic rate",0.91,"(O2) l/kg/h",4.5,,6,,49,"Ricklefs & Matthew, 1983",1983,"Ricklefs, R. E., & Matthew, K. K. (1983). Rates of oxygen consumption in four species of seabird at Palmer Station, Antarctic peninsula. Comparative Biochemistry and Physiology, Part A: Physiology, 74(4), 885-888. doi:10.1016/0300-9629(83)90363-8","standard metabolic rate",
4,"Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Leucocarbo","atriceps","","body mass",2.66,"kg",,,6,,49,"Ricklefs & Matthew, 1983",1983,"Ricklefs, R. E., & Matthew, K. K. (1983). Rates of oxygen consumption in four species of seabird at Palmer Station, Antarctic peninsula. Comparative Biochemistry and Physiology, Part A: Physiology, 74(4), 885-888. doi:10.1016/0300-9629(83)90363-8","",
4,"Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Leucocarbo","atriceps","","metabolic rate",1.03,"(O2) l/kg/h",9,,6,,49,"Ricklefs & Matthew, 1983",1983,"Ricklefs, R. E., & Matthew, K. K. (1983). Rates of oxygen consumption in four species of seabird at Palmer Station, Antarctic peninsula. Comparative Biochemistry and Physiology, Part A: Physiology, 74(4), 885-888. doi:10.1016/0300-9629(83)90363-8","standard metabolic rate",
5,"Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius","maccormicki","","body mass",1.13,"kg",,,9,,49,"Ricklefs & Matthew, 1983",1983,"Ricklefs, R. E., & Matthew, K. K. (1983). Rates of oxygen consumption in four species of seabird at Palmer Station, Antarctic peninsula. Comparative Biochemistry and Physiology, Part A: Physiology, 74(4), 885-888. doi:10.1016/0300-9629(83)90363-8","",
5,"Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius","maccormicki","","metabolic rate",1.3,"(O2) l/kg/h",5.5,,9,,49,"Ricklefs & Matthew, 1983",1983,"Ricklefs, R. E., & Matthew, K. K. (1983). Rates of oxygen consumption in four species of seabird at Palmer Station, Antarctic peninsula. Comparative Biochemistry and Physiology, Part A: Physiology, 74(4), 885-888. doi:10.1016/0300-9629(83)90363-8","standard metabolic rate",
