"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata","Aves","Procellariiformes","Procellariidae","Macronectes","giganteus",,"mass",4.78,"kg",,,6,,45,"Adams & Brown, 1984","1984","Adams, N. J., & Brown, C. R. (1984). Metabolic rates of sub-Antarctic Procellariiformes: a comparative study. Comparative Biochemistry and Physiology Part A: Physiology, 77(1), 169-173. doi:10.1016/0300-9629(84)90030-6",,
1,"Chordata","Aves","Procellariiformes","Procellariidae","Macronectes","giganteus",,"metabolic rate ",1154,"kJ/day",3.8,,6,,45,"Adams & Brown, 1984","1984","Adams, N. J., & Brown, C. R. (1984). Metabolic rates of sub-Antarctic Procellariiformes: a comparative study. Comparative Biochemistry and Physiology Part A: Physiology, 77(1), 169-173. doi:10.1016/0300-9629(84)90030-6","basal metabolic rate",""
2,"Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","chrysostoma",,"mass",3.753,"kg",,,3,,45,"Adams & Brown, 1984","1984","Adams, N. J., & Brown, C. R. (1984). Metabolic rates of sub-Antarctic Procellariiformes: a comparative study. Comparative Biochemistry and Physiology Part A: Physiology, 77(1), 169-173. doi:10.1016/0300-9629(84)90030-6",,
2,"Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","chrysostoma",,"metabolic rate ",735,"kJ/day",4.9,,3,,45,"Adams & Brown, 1984","1984","Adams, N. J., & Brown, C. R. (1984). Metabolic rates of sub-Antarctic Procellariiformes: a comparative study. Comparative Biochemistry and Physiology Part A: Physiology, 77(1), 169-173. doi:10.1016/0300-9629(84)90030-6","basal metabolic rate",""
3,"Chordata","Aves","Procellariiformes","Diomedeidae","Phoebetria","fusca",,"mass",2.875,"kg",,,4,,45,"Adams & Brown, 1984","1984","Adams, N. J., & Brown, C. R. (1984). Metabolic rates of sub-Antarctic Procellariiformes: a comparative study. Comparative Biochemistry and Physiology Part A: Physiology, 77(1), 169-173. doi:10.1016/0300-9629(84)90030-6",,
3,"Chordata","Aves","Procellariiformes","Diomedeidae","Phoebetria","fusca",,"metabolic rate ",715,"kJ/day",4.8,,4,,45,"Adams & Brown, 1984","1984","Adams, N. J., & Brown, C. R. (1984). Metabolic rates of sub-Antarctic Procellariiformes: a comparative study. Comparative Biochemistry and Physiology Part A: Physiology, 77(1), 169-173. doi:10.1016/0300-9629(84)90030-6","basal metabolic rate",""
4,"Chordata","Aves","Procellariiformes","Procellariidae","Procellaria","aequinoctialis",,"mass",1.287,"kg",,,7,,45,"Adams & Brown, 1984","1984","Adams, N. J., & Brown, C. R. (1984). Metabolic rates of sub-Antarctic Procellariiformes: a comparative study. Comparative Biochemistry and Physiology Part A: Physiology, 77(1), 169-173. doi:10.1016/0300-9629(84)90030-6",,
4,"Chordata","Aves","Procellariiformes","Procellariidae","Procellaria","aequinoctialis",,"metabolic rate ",545,"kJ/day",9.1,,7,,45,"Adams & Brown, 1984","1984","Adams, N. J., & Brown, C. R. (1984). Metabolic rates of sub-Antarctic Procellariiformes: a comparative study. Comparative Biochemistry and Physiology Part A: Physiology, 77(1), 169-173. doi:10.1016/0300-9629(84)90030-6","basal metabolic rate",""
5,"Chordata","Aves","Procellariiformes","Procellariidae","Procellaria","cinerea",,"mass",1.014,"kg",,,2,,45,"Adams & Brown, 1984","1984","Adams, N. J., & Brown, C. R. (1984). Metabolic rates of sub-Antarctic Procellariiformes: a comparative study. Comparative Biochemistry and Physiology Part A: Physiology, 77(1), 169-173. doi:10.1016/0300-9629(84)90030-6",,
5,"Chordata","Aves","Procellariiformes","Procellariidae","Procellaria","cinerea",,"metabolic rate ",433,"kJ/day",16.9,,2,,45,"Adams & Brown, 1984","1984","Adams, N. J., & Brown, C. R. (1984). Metabolic rates of sub-Antarctic Procellariiformes: a comparative study. Comparative Biochemistry and Physiology Part A: Physiology, 77(1), 169-173. doi:10.1016/0300-9629(84)90030-6","basal metabolic rate",""
