"observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","laevis","female","mass",14.09,"mg",,,54,,135,"Lardies, Catalán, & Bozinovic, 2004","2004","Lardies, M. A., Catalán, T. P., & Bozinovic, F. (2004). Metabolism and life-history correlates in a lowland and highland population of a terrestrial isopod. Canadian Journal of Zoology, 82(5), 677-687. doi:10.1139/z04-033",,
1,"Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","laevis","female","metabolic rate",45.362,"(O2) ul/h",25,,98,,135,"Lardies, Catalán, & Bozinovic, 2004","2004","Lardies, M. A., Catalán, T. P., & Bozinovic, F. (2004). Metabolism and life-history correlates in a lowland and highland population of a terrestrial isopod. Canadian Journal of Zoology, 82(5), 677-687. doi:10.1139/z04-033","not specified","not mentioned"
2,"Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","laevis","female","mass",17.99,"mg",,,55,,135,"Lardies, Catalán, & Bozinovic, 2004","2004","Lardies, M. A., Catalán, T. P., & Bozinovic, F. (2004). Metabolism and life-history correlates in a lowland and highland population of a terrestrial isopod. Canadian Journal of Zoology, 82(5), 677-687. doi:10.1139/z04-033",,
2,"Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","laevis","female","metabolic rate",59.546,"(O2) ul/h",25,,139,,135,"Lardies, Catalán, & Bozinovic, 2004","2004","Lardies, M. A., Catalán, T. P., & Bozinovic, F. (2004). Metabolism and life-history correlates in a lowland and highland population of a terrestrial isopod. Canadian Journal of Zoology, 82(5), 677-687. doi:10.1139/z04-033","not specified","not mentioned"
