"X.U.FEFF.observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
1,"Chordata","Reptilia","Squamata","Colubridae","Natrix","maura",,"body mass",22.5,"g",25,,34,,186,"Hailey & Davies, 1986",1986,"Hailey, A., & Davies, P. M. C. (1986). Lifestyle, latitude and activity metabolism of natricine snakes. Journal of Zoology, 209(3), 461-476. doi:10.1111/j.1469-7998.1986.tb03604.x","",
1,"Chordata","Reptilia","Squamata","Colubridae","Natrix","maura",,"metabolic rate",0.1,"(O2) ml/g/h",25,,34,,186,"Hailey & Davies, 1986",1986,"Hailey, A., & Davies, P. M. C. (1986). Lifestyle, latitude and activity metabolism of natricine snakes. Journal of Zoology, 209(3), 461-476. doi:10.1111/j.1469-7998.1986.tb03604.x","standard metabolic rate",
2,"Chordata","Reptilia","Squamata","Colubridae","Natrix","natrix ",,"body mass",37.5,"g",25,,13,,186,"Hailey & Davies, 1986",1986,"Hailey, A., & Davies, P. M. C. (1986). Lifestyle, latitude and activity metabolism of natricine snakes. Journal of Zoology, 209(3), 461-476. doi:10.1111/j.1469-7998.1986.tb03604.x","",
2,"Chordata","Reptilia","Squamata","Colubridae","Natrix","natrix ",,"metabolic rate",0.12,"(O2) ml/g/h",25,,13,,186,"Hailey & Davies, 1986",1986,"Hailey, A., & Davies, P. M. C. (1986). Lifestyle, latitude and activity metabolism of natricine snakes. Journal of Zoology, 209(3), 461-476. doi:10.1111/j.1469-7998.1986.tb03604.x","standard metabolic rate",
3,"Chordata","Reptilia","Squamata","Colubridae","Natrix","helvetica",,"body mass",82.5,"g",25,,7,,186,"Hailey & Davies, 1986",1986,"Hailey, A., & Davies, P. M. C. (1986). Lifestyle, latitude and activity metabolism of natricine snakes. Journal of Zoology, 209(3), 461-476. doi:10.1111/j.1469-7998.1986.tb03604.x","",
3,"Chordata","Reptilia","Squamata","Colubridae","Natrix","helvetica",,"metabolic rate",0.21,"(O2) ml/g/h",25,,7,,186,"Hailey & Davies, 1986",1986,"Hailey, A., & Davies, P. M. C. (1986). Lifestyle, latitude and activity metabolism of natricine snakes. Journal of Zoology, 209(3), 461-476. doi:10.1111/j.1469-7998.1986.tb03604.x","standard metabolic rate",
