"X.U.FEFF.observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
41,"Arthropoda","Insecta","Heteroptera","Membracidae","Multareoides","bifuractus","","body mass",1.34,"mg",,,16,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","",
41,"Arthropoda","Insecta","Heteroptera","Membracidae","Multareoides","bifuractus","","metabolic rate",1418,"(O2) ul/g/h",20,,16,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","not specified",
42,"Arthropoda","Chilopoda","Scolopendromorpha","Scolopendridae","Scolopendra","michelbacheri","","body mass",119.9,"mg",,,4,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","",
42,"Arthropoda","Chilopoda","Scolopendromorpha","Scolopendridae","Scolopendra","michelbacheri","","metabolic rate",568,"(O2) ul/g/h",20,,4,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","not specified",
43,"Arthropoda","Arachnida","Araneae","Loxoscelidae","Loxosceles","unicolor","","body mass",15.55,"mg",,,1,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","",
43,"Arthropoda","Arachnida","Araneae","Loxoscelidae","Loxosceles","unicolor","","metabolic rate",412,"(O2) ul/g/h",20,,1,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","not specified",
44,"Arthropoda","Arachnida","Araneae","Pholcidae","Psilochorus","utahensis","","body mass",1.86,"mg",,,7,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","",
44,"Arthropoda","Arachnida","Araneae","Pholcidae","Psilochorus","utahensis","","metabolic rate",2871,"(O2) ul/g/h",20,,7,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","not specified",
45,"Arthropoda","Arachnida","Araneae","Clubionidae","Syspira","eclectica","","body mass",57.6,"mg",,,2,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","",
45,"Arthropoda","Arachnida","Araneae","Clubionidae","Syspira","eclectica","","metabolic rate",639,"(O2) ul/g/h",20,,2,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","not specified",
46,"Arthropoda","Arachnida","Araneae","Salticidae","Metacyrba","labyrinthea","","body mass",11.2,"mg",,,4,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","",
46,"Arthropoda","Arachnida","Araneae","Salticidae","Metacyrba","labyrinthea","","metabolic rate",875,"(O2) ul/g/h",20,,4,"",22,"Mispagel, 1981",1981,"Mispagel, M. E. (1981). Relation of oxygen consumption to size and temperature in desert arthropods. Ecological Entomology, 6(4), 423-431. doi:10.1111/j.1365-2311.1981.tb00634.x","not specified",
